Url,Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace surface,Garden surface,Surface of the plot,Number of facades,Swimming pool,Building condition,Construction year,Street frontage width,Number of frontages,Surroundings type,Living room,Dressing room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Photovoltaic solar panels,Thermic solar panels,Common water heater,Double glazing,Planning permission obtained,Type of building,Obligation to build,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Tenement building,Address,External reference
https://www.immoweb.be/en/classified/house/for-sale/ottignies-louvain-la-neuve/1348/10982892,10982892,ottignies-louvain-la-neuve,1348,570000,house,house,for-sale,5,,1,0,1,,100,245,,0,Good,1976,,3,"Living area (residential, urban or rural)",,0,0,0,0,0,1,Connected,1,419,E,,70051 kWh/year,Electric,0,0,0,1,1,,0,1,,0,Non flood zone,,0,Passage de l'Ergot 44,Pachis 4
https://www.immoweb.be/en/classified/apartment/for-sale/zelzate/9060/11136230,11136230,zelzate,9060,140000,appartment,apartment,for-sale,2,66,1,0,0,,,,,0,To renovate,,7 m,2,Urban,,,,,,,,,,210,C,,,,,,,1,,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Ottergemsesteenweg Zuid 808,5638822
https://www.immoweb.be/en/classified/house/for-sale/fl%C3%89malle/4400/11136231,11136231,fl%C3%89malle,4400,199000,house,house,for-sale,2,97,1,0,0,,,280,,0,,,,,,,,,,,,,,0,321,D,,,Gas,,,,1,,,,,,,,,0,Rue Giacomo Matteoti 10,850 - 5534689
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10955776,10955776,bruxelles,1000,295000,house,house,for-sale,6,150,1,0,0,,,35,,0,To renovate,1935,5 m,2,Urban,,,,,,,,Connected,1,,,,,Gas,,,,1,,,,,,,,,0,rue Edison 37,5610135
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10652551,10652551,bruxelles,1000,549000,house,house,for-sale,6,248,1,0,1,7,14,80,,0,Just renovated,,,,,,,,,,,,,,302,F,60 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Av. Henri Conscience 74,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10819758,10819758,bruxelles,1000,2560000,house,apartment-block,for-sale,10,656,1,0,0,11,,222,,0,Good,,12 m,2,Urban,,,,,,,,Connected,1,292,F,63 kg CO₂/m²,,,,,,1,,,,,,,,,1,Pikdorenveld 8,5528891
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/11115576,11115576,bruxelles,1000,525000,house,apartment-block,for-sale,,300,1,0,0,,,155,,0,To be done up,1910,5.5 m,2,Urban,,,,,,,,Connected,1,,,,,Gas,,,,1,,,,,,,,,1,rue Edison 37,5837549
https://www.immoweb.be/en/classified/house/for-sale/ville-de-bruxelles/1000/11132466,11132466,ville-de-bruxelles,1000,549000,house,house,for-sale,4,210,1,0,1,,210,370,,0,As new,1990,7 m,3,,,0,0,0,0,0,1,Connected,1,238,E,238 kg CO₂/m²,,Gas,0,0,0,1,,,,,,,,,0,Boulevard du Régent 55,Haren bxl
https://www.immoweb.be/en/classified/house/for-sale/brussels-city/1000/10793520,10793520,brussels-city,1000,589000,house,house,for-sale,4,180,1,0,0,,,80,,0,Good,1912,5 m,2,,,,,,,,,Connected,1,298,F,89 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Rue Archimède 41,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/11010121,11010121,bruxelles,1000,1990000,house,apartment-block,for-sale,,872,1,0,0,,,323,,0,To be done up,1948,11 m,2,Urban,1,,,,,,,Connected,1,,,,,Gas,,,,1,,,,,,,,,1,rue Edison 37,5639880
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/11132244,11132244,bruxelles,1000,510000,house,mixed-use-building,for-sale,3,165,1,0,0,,,72,,0,To be done up,,,2,,,,,,,,,Connected,1,269,E,54 kg CO₂/m²,,,,,,1,,,,0,0,0,Non flood zone,,1,Rue Royale 178,5842860
https://www.immoweb.be/en/classified/house/for-sale/bruxelles-ville/1000/10774385,10774385,bruxelles-ville,1000,535000,house,house,for-sale,3,120,1,0,0,,30,80,,0,As new,2007,,2,"Living area (residential, urban or rural)",1,,,,,,,,1,146,C,31 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Rue Abbé Cuypers 3,
https://www.immoweb.be/en/classified/other-property/for-sale/brussels-city/1000/10466107,10466107,brussels-city,1000,990000,appartment,other-property,for-sale,5,243,1,0,0,15,,178,,0,As new,,,2,,,,,,,,,,,157,D,31 kg CO₂/m²,,Gas,,,,1,,,,0,0,0,,Residential area with cultural historical aesthetic value,1,Koning Albert 1 - laan 207,5290206
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10514317,10514317,bruxelles,1000,850000,house,mixed-use-building,for-sale,,320,1,0,0,14,,150,,0,To be done up,1900,6 m,2,Urban,1,,,,,,,Connected,1,214,E,42 kg CO₂/m²,,Gas,,,,,,,,,,,,,1,rue Edison 37,5317433
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/11132247,11132247,bruxelles,1000,663000,house,apartment-block,for-sale,4,200,1,0,0,,,,,0,To be done up,,,2,Urban,,,,,,,,Connected,1,147,C,29 kg CO₂/m²,,,,,,1,,,,0,0,0,Non flood zone,,1,Rue Royale 178,5842866
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10435396,10435396,bruxelles,1000,1290000,house,mixed-use-building,for-sale,8,587,1,0,0,16,,129,,0,Good,1930,9.5 m,2,Urban,,,,,,,,Connected,1,592,G,128 kg CO₂/m²,,Gas,,,,,,,,,,,Non flood zone,,1,Pikdorenveld 8,5275691
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10908737,10908737,bruxelles,1000,1500000,house,apartment-block,for-sale,6,380,1,0,0,15,,92,,0,Just renovated,1850,,2,,1,,1,,,,,Connected,1,128,C,27 kg CO₂/m²,,,,,,1,,,,,,,,,1,Boulevard Général Jacques,5584484
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/11104719,11104719,bruxelles,1000,675000,house,house,for-sale,5,276,1,1,0,4,,65,,0,Good,1901,6 m,2,,,0,0,1,0,0,1,Connected,1,362,G,3 kg CO₂/m²,,,0,0,0,1,1,All kind,0,1,0,0,Non flood zone,,0,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10892129,10892129,bruxelles,1000,675000,house,apartment-block,for-sale,4,265,1,0,0,10,,,,0,To be done up,,,2,Mall,,,,,,,,Connected,1,233,E,61 kg CO₂/m²,,Fuel oil,,,,1,,,,,,,,,1,Rue Franklin  90,5571030
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/11089283,11089283,bruxelles,1000,1150000,house,house,for-sale,19,959,1,1,0,10,,39,,0,To be done up,1979,,2,Urban,,,,,,,,Connected,1,,,,,Gas,,,,1,,,,,,,Recognized flood zone,,1,"Parc Industriel de la Vallée de Hain, 21 A",5821915
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/11089282,11089282,bruxelles,1000,1150000,house,mixed-use-building,for-sale,19,959,1,1,0,10,,39,,0,To be done up,1979,,2,Urban,,,,,,,,Connected,1,,,,,Gas,,,,1,,,,,,,Recognized flood zone,,1,"Parc Industriel de la Vallée de Hain, 21 A",5821914
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10934351,10934351,bruxelles,1000,240000,house,house,for-sale,3,140,1,0,0,10,,,,0,,,,1,,1,0,0,0,0,0,0,,1,,,,,,0,0,0,1,1,All kind,,,,,,,0,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10922226,10922226,bruxelles,1000,1100000,house,apartment-block,for-sale,,,1,0,0,,,,,0,,,,1,,,,,,,,,,,,,,,,0,0,0,0,,All kind,,,,,,,1,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10960618,10960618,bruxelles,1000,1200000,house,apartment-block,for-sale,3,274,1,0,0,,,90,,0,To renovate,1894,6 m,2,Urban,,,1,,,,,Connected,1,572,G,113 kg CO₂/m²,,Gas,,,,1,,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",1,Avenue Louise 409,5608026
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/11132249,11132249,bruxelles,1000,399000,house,house,for-sale,4,130,1,0,0,,,,,0,Good,1862,,2,,,,,,,,,Connected,,426,G,85 kg CO₂/m²,,,,,,1,,,,,,,,,0,Rue Royale 178,5842869
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/10322130,10322130,bruxelles,1000,1800000,house,apartment-block,for-sale,8,1000,1,0,0,,,,,0,As new,,,3,,,,,,,,,,,160,D,,,,,,,,,,,,,,,,1,Rue de Mons 63,5208035
https://www.immoweb.be/en/classified/house/for-sale/hamont-achel/3930/11136101,11136101,hamont-achel,3930,325000,house,house,for-sale,3,154,1,0,0,,,921,,0,,1967,,4,,1,,0,,,,,Connected,1,452,E,,,Gas,0,0,0,1,1,,,0,0,0,Non flood zone,Another type of area,0,Kapittelhof 22,a0iTt000000CE41IAG
https://www.immoweb.be/en/classified/house/for-sale/mont-sainte-aldegonde/7141/11136102,11136102,mont-sainte-aldegonde,7141,200000,house,house,for-sale,3,153,1,0,0,,,420,,0,Just renovated,,,2,,,,,,,,,,1,371,E,93 kg CO₂/m²,56931 kWh/year,Fuel oil,,,,1,,,,,,,,,0,"Route de Mons, 313",4905 - 24006
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10934334,10934334,bruxelles,1000,490000,house,house,for-sale,3,,1,0,0,1,,,,0,,,,1,,,0,0,0,0,0,0,,1,,,,,,0,0,0,1,1,,1,,,,,,0,,
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/11083647,11083647,bruxelles,1000,2950000,house,apartment-block,for-sale,16,1027,1,0,0,,,,,0,,,,2,,1,,,,,,,,,,,,,Gas,0,0,,1,,,,,,,,,1,Av. L. Wiener 82,3771-1
https://www.immoweb.be/en/classified/apartment/for-sale/haacht/3150/10918035,10918035,haacht,3150,275000,appartment,apartment,for-sale,3,115,1,0,0,,,,,0,Good,,,,,1,,,,,,,,,310,D,,,Electric,,,,1,,,,,,,Non flood zone,,0,Dr. V. Dewalsplein 23,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/11132243,11132243,bruxelles,1000,999000,house,mixed-use-building,for-sale,3,230,1,0,0,,,,,0,To renovate,1889,,2,Urban,,,,,,,,Connected,1,372,G,74 kg CO₂/m²,,,,,,1,,,,0,0,0,Non flood zone,,1,Rue Royale 178,5842858
https://www.immoweb.be/en/classified/house/for-sale/ciney/5590/11113409,11113409,ciney,5590,215000,house,house,for-sale,3,168,1,0,0,,,70,,0,Good,,,,,,,,,,,,Connected,,464,F,,69590 kWh/year,Electric,,,,1,,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",1,"Rue du Commerce, 124",
https://www.immoweb.be/en/classified/town-house/for-sale/saint-nicolas/4420/11136115,11136115,saint-nicolas,4420,239000,house,town-house,for-sale,4,155,1,0,0,,,125,,0,,,5 m,2,Urban,,,0,0,,0,,Connected,0,401,E,,60277 kWh/year,,,,,1,,,0,0,0,,,"Living area (residential, urban or rural)",0,rue Saint-Gilles 590,GRANDSCHAMPS122
https://www.immoweb.be/en/classified/service-flat/for-sale/veurne/8630/11136117,11136117,veurne,8630,260000,appartment,service-flat,for-sale,1,,1,0,0,,,,,0,,,,,Fitted out,1,0,0,,,,,,,79,A+,,,,,,,0,,All kind,0,0,1,0,,,0,Stationsstraat 41B,TK/HA/BB/0064
https://www.immoweb.be/en/classified/ground-floor/for-sale/oosteeklo/9968/11136116,11136116,oosteeklo,9968,248000,appartment,ground-floor,for-sale,1,,1,0,0,,,,,0,Good,2023,,,Fitted out,,0,0,,,,,,,,,,,,,,,0,,All kind,0,0,0,0,,,0,Stationsstraat 41B,Residentie Joie de vivre
https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar/2630/11136121,11136121,aartselaar,2630,271600,appartment,apartment,for-sale,2,71,1,0,0,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Pauline Van Pottelsberghelaan 22,L-72190005-GjGSImpU
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10983843,10983843,bruxelles,1000,695000,house,house,for-sale,6,279,1,0,1,14,,98,,0,Good,1957,5 m,2,"Living area (residential, urban or rural)",,1,0,0,0,0,0,,1,342,F,68 kg CO₂/m²,,Gas,0,0,0,1,1,,,,,0,,"Living area (residential, urban or rural)",0,"rue du Duc, 22",Patriotes FOAP
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/11136118,11136118,antwerpen,2060,245000,appartment,apartment,for-sale,2,100,1,0,0,,,,,0,Good,1989,,3,Urban,1,0,1,,,,,,,189,B,,,Gas,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,,0,Stationsstraat 41B,TK/ML/BB/0009
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10962524,10962524,bruxelles,1000,330000,house,house,for-sale,4,223,1,0,0,,,50,,0,To renovate,,,1,,,0,0,0,0,0,0,Connected,1,,,,,Fuel oil,0,0,0,1,,All kind,,,,,,,0,,
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10915432,10915432,bruxelles,1000,650000,house,mixed-use-building,for-sale,7,,1,0,0,,,,,0,To be done up,,,2,,,0,0,0,0,0,0,,1,,,,,Gas,0,0,0,0,,All kind,,,,,,,1,,
https://www.immoweb.be/en/classified/apartment/for-sale/aartselaar/2630/11136122,11136122,aartselaar,2630,372800,appartment,apartment,for-sale,2,101,1,0,0,,,,,0,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Pauline Van Pottelsberghelaan 22,L-72190007-3GhxnOiV
https://www.immoweb.be/en/classified/apartment/for-sale/blankenberge/8370/11136133,11136133,blankenberge,8370,182000,appartment,apartment,for-sale,1,60,1,0,0,,,,,0,Good,1980,,,Fitted out,,0,0,,,,,,,271,C,,,Gas,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,,0,Franchommelaan 90,AB1094
https://www.immoweb.be/en/classified/house/for-sale/brugge/8310/11136135,11136135,brugge,8310,189000,house,house,for-sale,,108,1,0,0,,,278,,0,Good,1933,,4,Fitted out,,0,0,0,0,0,1,Connected,0,,,,,,,,,0,,All kind,0,0,0,0,,Another type of area,0,Baron Ruzettelaan 411/01,20241679
https://www.immoweb.be/en/classified/apartment-block/for-sale/brussels-city/1000/10971329,10971329,brussels-city,1000,545000,house,apartment-block,for-sale,3,,1,0,0,,,,,0,To renovate,,,2,,,,,,,,,Connected,1,,,,,Gas,,,,,1,,,,0,,,,1,"Rue Picard (Gare Maritime), 7",5617062
https://www.immoweb.be/en/classified/house/for-sale/izegem/8870/11136123,11136123,izegem,8870,295000,house,house,for-sale,3,168,1,0,0,,,120,,0,Good,1915,,4,Fitted out,1,0,0,0,0,0,1,Connected,1,334,D,,,,,,,0,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Noordlaan 51,BR/PR/TK/1478
https://www.immoweb.be/en/classified/apartment/for-sale/ieper/8900/11136134,11136134,ieper,8900,198600,appartment,apartment,for-sale,2,87,1,0,0,,,,,0,,,,2,,,,,,,,,,,,A,,,,,,,,,,,,,,,,0,Pauline Van Pottelsberghelaan 22,L-72164001-oQk9lZj7
https://www.immoweb.be/en/classified/house/for-sale/halle/1500/11136132,11136132,halle,1500,395000,house,house,for-sale,4,137,1,0,0,45,,316,,0,Good,1962,,3,Fitted out,,0,0,0,0,1,1,Connected,1,380,D,,,,,,,1,,All kind,0,0,0,0,,Another type of area,0,Basiliekstraat 136,6039
https://www.immoweb.be/en/classified/house/for-sale/halle/1501/11136131,11136131,halle,1501,395000,house,house,for-sale,4,137,1,0,0,45,,316,,0,Good,1962,,3,Fitted out,,0,0,0,0,1,1,Connected,1,380,D,,,,,,,1,,All kind,0,0,0,0,,Another type of area,0,Basiliekstraat 136,6039
https://www.immoweb.be/en/classified/apartment-block/for-sale/hasselt/3500/11136139,11136139,hasselt,3500,299000,house,apartment-block,for-sale,2,159,1,0,0,,,2546,,0,Good,1932,,3,Fitted out,1,0,0,0,0,1,1,Connected,1,341,D,,,Gas,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",1,Diestersteenweg 196,TK/24/0719-1
https://www.immoweb.be/en/classified/house/for-sale/mouscron/7700/11136142,11136142,mouscron,7700,159000,house,house,for-sale,3,130,1,0,0,,,300,,0,,,,,,,,,,,,,,0,336,D,,43625 kWh/year,,,,,,,,,,,,,,0,4 rue du Luxembourg,3383 - 2019
https://www.immoweb.be/en/classified/apartment/for-sale/lombardsijde/8434/11136154,11136154,lombardsijde,8434,286300,appartment,apartment,for-sale,2,106,1,0,0,,,,,0,,,,2,,,,,,,,,,,,A+,,,,,,,,,,,,,,,,0,Pauline Van Pottelsberghelaan 22,L-72178008-lJr6gkMh
https://www.immoweb.be/en/classified/house/for-sale/thieulain/7901/10938967,10938967,thieulain,7901,445000,house,house,for-sale,4,220,1,0,0,,,1029,,0,As new,2010,,4,,,,,,,,,,0,127,B,24 kg CO₂/m²,27712 kWh/year,Gas,,,,1,,,,,,,,,0,Chaussée de Namur 47,2077 - VDV069
https://www.immoweb.be/en/classified/villa/for-sale/%27s-gravenwezel/2970/11136137,11136137,%27s-gravenwezel,2970,2995000,house,villa,for-sale,5,788,1,0,0,100,,3857,,0,Good,1998,27 m,4,,,0,0,0,0,0,1,Connected,1,130,B,,,Gas,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,Another type of area,0,"Leopoldslei, 7",MB1887*
https://www.immoweb.be/en/classified/penthouse/for-sale/gent/9000/11136153,11136153,gent,9000,2670000,appartment,penthouse,for-sale,4,420,1,0,0,170,,,,0,Good,2023,,,Urban,1,0,1,,,,,,,,,,,,,,,0,1,All kind,0,0,0,0,Non flood zone,,0,Sint-Pietersnieuwstraat 158,
https://www.immoweb.be/en/classified/villa/for-sale/schilde/2970/11136136,11136136,schilde,2970,3950000,house,villa,for-sale,5,1105,1,0,0,,27111,27111,,0,Good,2005,40 m,4,,,0,0,0,0,0,1,Connected,1,101,B,,,Gas,0,0,0,1,1,All kind,0,0,0,0,Possible flood zone,Residential park,0,"Leopoldslei, 7",MB1893
https://www.immoweb.be/en/classified/villa/for-sale/schoten/2900/11136138,11136138,schoten,2900,1395000,house,villa,for-sale,4,337,1,0,0,,1967,1967,,0,Good,2023,14.8 m,4,,,0,0,0,0,0,1,Connected,1,32,A,,,,,,,0,1,All kind,0,0,0,0,Non flood zone,Residential park,0,"Leopoldslei, 7",MB1873*
https://www.immoweb.be/en/classified/house/for-sale/roux/6044/10764667,10764667,roux,6044,114500,house,house,for-sale,3,,1,0,0,,,133,,0,To be done up,,,2,,,,,,,,,Connected,,353,E,,45475 kWh/year,Gas,,,,1,,,,,,,,,0,"Avenue du Centenaire, 56",5418612
https://www.immoweb.be/en/classified/house/for-sale/testelt/3272/11136036,11136036,testelt,3272,161500,house,house,for-sale,2,95,1,0,0,,,360,,0,To renovate,,,4,,,,,,,,,,0,1127,F,,,Pellet,,,,1,,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,De Heuvels 15,1810 - 1725
https://www.immoweb.be/en/classified/villa/for-sale/ellezelles/7890/11136160,11136160,ellezelles,7890,480000,house,villa,for-sale,5,182,1,0,0,40,2600,,,0,Good,1987,,,,,,,,,,,,,405,E,,73795 kWh/year,,,,,,,,,,,,,,0,Impasse Saint-Paul 16,https://brick.immo/acheter/51
https://www.immoweb.be/en/classified/house/for-sale/nassogne/6953/11136037,11136037,nassogne,6953,315000,house,house,for-sale,2,100,1,0,0,,,1032,,0,To be done up,2007,,4,,,,,,,,,,0,397,E,,54596 kWh/year,,,,,1,,,,,,,,,0,Rue de la Libération 59,11541 - 355232
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/borgerhout/2140/11136050,11136050,borgerhout,2140,199500,house,mixed-use-building,for-sale,1,48,1,0,0,,,,,0,Just renovated,,,2,,,,,,,,,,,283,C,,,Gas,,,,1,,,,,,0,Non flood zone,"Living area (residential, urban or rural)",1,Karel de Preterlei 1A,12170 - 4556
https://www.immoweb.be/en/classified/house/for-sale/antwerpen/2060/11136052,11136052,antwerpen,2060,395000,house,house,for-sale,4,189,1,0,0,13,,,,0,To be done up,,5 m,2,Urban,,,,,,,,,1,318,D,,,Gas,,,,1,1,,,,1,0,Non flood zone,"Living area (residential, urban or rural)",0,Karel de Preterlei 1A,12172 - 4458
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11136053,11136053,forest,1190,259000,appartment,apartment,for-sale,3,105,0,0,0,13,,,,0,To be done up,,,2,Urban,,,,,,,,,,268,E,21 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Rue Basse 21-23 Bte15 b1,5864147
https://www.immoweb.be/en/classified/house/for-sale/stekene/9190/10757281,10757281,stekene,9190,429000,house,house,for-sale,3,290,1,0,1,,,1200,,0,To be done up,1986,,4,,,,,,,,,,0,524,F,,,Gas,,,,,1,,,0,0,0,Non flood zone,,0,"Dorpsstraat, 21",7158 - 1690954
https://www.immoweb.be/en/classified/apartment/for-sale/genk/3600/11136163,11136163,genk,3600,225000,appartment,apartment,for-sale,2,90,0,0,0,,,,,0,Good,1975,,,,,,,,,,,,,130,B,,,Gas,,,,1,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Kempische Steenweg 89 bus 2,6138 - 2619
https://www.immoweb.be/en/classified/house/for-sale/blankenberge/8370/11136044,11136044,blankenberge,8370,225000,house,house,for-sale,3,102,1,0,0,,,41,,0,Good,,,2,,1,,,,,,,,,241,C,,,Gas,,,1,1,,,,,,,Non flood zone,"Living area (residential, urban or rural)",0,Grote Markt 1,
https://www.immoweb.be/en/classified/house/for-sale/genk/3600/11136043,11136043,genk,3600,275000,house,house,for-sale,2,124,1,0,0,,,480,,0,Just renovated,1930,,3,,,,,,,,,,0,382,D,,,Gas,,,,1,1,,,1,0,,Non flood zone,"Living area (residential, urban or rural)",0,Sint Martinusplein 1,126411 - GNK-24-JIJ-
https://www.immoweb.be/en/classified/apartment/for-sale/forest/1190/11136169,11136169,forest,1190,198000,appartment,apartment,for-sale,1,71,1,0,0,1,,,,0,Good,1929,,2,,,,,,,,,,,428,G,86 kg CO₂/m²,,Gas,0,0,,0,,,,,,,,,0,Av Fr Roosevelt 244/15,B9728
https://www.immoweb.be/en/classified/apartment/for-sale/borgerhout/2140/11136051,11136051,borgerhout,2140,199500,appartment,apartment,for-sale,1,48,1,0,0,,,,,0,Just renovated,,,2,,,,,,,,,,,283,C,,,Gas,,,,1,,,,,,0,Non flood zone,,0,Karel de Preterlei 1A,12171 - 4557
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles-1/1000/11121174,11121174,bruxelles-1,1000,549000,house,apartment-block,for-sale,6,255,1,0,0,,,,,0,,,,2,,,1,,,,,,,,,,187 kg CO₂/m²,,Gas,0,0,,1,,,,,,,,,1,Chaussée de Helmet  239,2604
https://www.immoweb.be/en/classified/house/for-sale/brasschaat/2930/11136060,11136060,brasschaat,2930,2170000,house,house,for-sale,5,625,1,0,0,,,2920,,0,As new,2023,22 m,4,"Living area (residential, urban or rural)",,,,,,,,Connected,,32,A,,,,,1,,,1,,,1,0,,Non flood zone,Residential park,0,Kempischveldweg 34,5704805
https://www.immoweb.be/en/classified/house/for-sale/bruxelles-1/1000/10685042,10685042,bruxelles-1,1000,1220000,house,house,for-sale,5,325,1,0,0,20,,120,,0,,,,2,,,,,,,,,,,,,,,Gas,0,0,,0,,,,,,,,,0,"Chausse de St. Job, 546",304NH - Maison-1
https://www.immoweb.be/en/classified/apartment/for-sale/kortrijk/8500/11136055,11136055,kortrijk,8500,199000,appartment,apartment,for-sale,3,99,1,0,0,27,,,,0,Good,1990,10.5 m,3,"Living area (residential, urban or rural)",,,,,,,,,,259,C,,,Electric,,,,1,1,,,1,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Wandellaan 15,
https://www.immoweb.be/en/classified/house/for-sale/brussels-city/1000/11097788,11097788,brussels-city,1000,595000,house,house,for-sale,3,150,0,0,0,,230,297,,0,Just renovated,1954,,2,,,,,,,,,,0,,,,,Gas,,,,1,,,,,,,,,0,Alsembergsesteenweg 660,10481 - 4567
https://www.immoweb.be/en/classified/apartment-block/for-sale/bruxelles/1000/11094895,11094895,bruxelles,1000,2000000,house,apartment-block,for-sale,9,750,1,0,0,,,,,0,,,,,,,,,,,,,,,,,,,Gas,,,,,,,,,,,Non flood zone,,1,Boulevard Saint Michel 75,27593 - 329/18426
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10105032,10105032,bruxelles,1000,1299000,house,house,for-sale,5,526,1,0,0,,,105,,0,,,,2,,,,,,,,,,,,,,,Gas,0,0,,0,,,,,,,,,0,"Chausse de St. Job, 546",219NHO
https://www.immoweb.be/en/classified/apartment-block/for-sale/brussels/1000/11077832,11077832,brussels,1000,4200000,house,apartment-block,for-sale,22,632,1,0,0,,,632,,0,Just renovated,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Place du champ de Mars 5,5742007
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/11076169,11076169,bruxelles,1000,3600000,house,mixed-use-building,for-sale,,600,1,0,0,,,,,0,As new,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Place du champ de Mars 5,5741731
https://www.immoweb.be/en/classified/duplex/for-sale/anderlecht/1070/11056015,11056015,anderlecht,1070,94000,appartment,duplex,for-sale,1,35,1,0,0,,,,,0,Good,,,,,,,,,,,,,,372,G,,,,,,,1,,,,,,,,,0,Rue de Namur 7,4099 - 2176
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/bruxelles/1000/10924751,10924751,bruxelles,1000,1090000,house,mixed-use-building,for-sale,7,500,1,0,0,,,,,0,Good,,,2,,,0,1,0,0,0,0,Connected,1,,,,,Gas,0,0,0,0,,All kind,,,,,,,1,Rue Neufchatel 36,x de fer imm
https://www.immoweb.be/en/classified/house/for-sale/bruxelles/1000/10253175,10253175,bruxelles,1000,1290000,house,house,for-sale,5,526,1,0,0,,,105,,0,,,,2,,,,,,,,,,,,,,,Gas,0,0,,0,,,,,,,,,0,"Chausse de St. Job, 546",219NHO-1
https://www.immoweb.be/en/classified/apartment-block/for-sale/brussels-city/1000/10465400,10465400,brussels-city,1000,350000,house,apartment-block,for-sale,8,396,0,0,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,Residential area with cultural historical aesthetic value,1,"Square Ambiorix, 32/11B",1708146 - 345345900
https://www.immoweb.be/en/classified/house/for-sale/bruxelles-1/1000/10785401,10785401,bruxelles-1,1000,349500,house,house,for-sale,5,195,1,0,0,13,,65,,0,,,,2,,,,,,,,,,,281,F,,,Gas,1,0,,1,,,,,,,,,0,Chaussée de Helmet  239,2574-1
https://www.immoweb.be/en/classified/house/for-sale/schriek/2223/11136063,11136063,schriek,2223,325000,house,house,for-sale,4,260,1,0,0,,,1258,,0,,1962,,4,,1,,0,,,,,Not connected,1,1085,F,,,Fuel oil,0,0,0,1,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Raghenoplein 15 B4,a0iTt000000CDeDIAW
