Url,Property ID,Locality name,Postal code,Price,Type of property,Subtype of property,Type of sale,Bedrooms,Living area,Kitchen type,Furnished,How many fireplaces?,Terrace surface,Garden surface,Surface of the plot,Number of facades,Swimming pool,Building condition,Construction year,Street frontage width,Number of frontages,Surroundings type,Living room,Dressing room,Armored door,Land is facing street,Wooded land,Plot at rear,Flat land,Connection to sewer network,"Gas, water & electricity",Primary energy consumption,Energy class,CO₂ emission,Yearly theoretical total energy consumption,Heating type,Photovoltaic solar panels,Thermic solar panels,Common water heater,Double glazing,Planning permission obtained,Type of building,Obligation to build,Subdivision permit,Possible priority purchase right,Proceedings for breach of planning regulations,Flood zone type,Latest land use designation,Tenement building,Address,External reference
https://www.immoweb.be/en/classified/flat-studio/for-sale/forest/1190/11131242,11131242,forest,1190,230000,appartment,flat-studio,for-sale,,48,1,0,0,,,,,0,As new,2023,13 m,2,,,,,,,,,,,,,,,Gas,,,,,,,,,,,,,0,rue Antoine Breart 42,5845217
https://www.immoweb.be/en/classified/house/for-sale/holsbeek/3221/11131244,11131244,holsbeek,3221,299000,house,house,for-sale,2,144,1,0,0,,,557,,0,Good,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Werchtersesteenweg 1,5826284
https://www.immoweb.be/en/classified/house/for-sale/rochefort/5580/11131241,11131241,rochefort,5580,189000,house,house,for-sale,3,133,1,0,0,,,91,,0,Good,1850,,3,Isolated,,,,,,,,Connected,,425,E,106 kg CO₂/m²,66889 kWh/year,Fuel oil,,1,,1,,,,,,,Recognized flood zone,,0,Rue de la Station 20A,5843709
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/beigem/1852/11131298,11131298,beigem,1852,585000,house,mixed-use-building,for-sale,2,396,1,0,0,,,1123,,0,,1997,,3,,,,0,,,,,Connected,1,684,F,,,Gas,0,0,0,1,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",1,"Prinsenstraat, 24",a0iTt0000009V7pIAE
https://www.immoweb.be/en/classified/apartment/for-sale/antwerp/2000/11131250,11131250,antwerp,2000,225000,appartment,apartment,for-sale,1,43,1,0,0,,,,,0,Just renovated,,,,,,,,,,,,,,162,B,,,,,,,,,,,,,,,,0,Gentplaats 7,5845392
https://www.immoweb.be/en/classified/house/for-sale/lambermont/4800/11131249,11131249,lambermont,4800,249000,house,house,for-sale,7,265,1,0,0,62,122,230,,0,Good,1920,7 m,2,Urban,1,,,,,,,Connected,1,414,E,,28306 kWh/year,Gas,,,,1,,,,0,,,,,0,"Avenue du chêne, 177",5825613
https://www.immoweb.be/en/classified/apartment/for-sale/geel/2440/11131271,11131271,geel,2440,269000,appartment,apartment,for-sale,2,88,1,0,0,9,,,,0,,1980,,,Urban,1,,,,,,,,,70,A,,,Gas,,,,1,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Pas 96/A,5822037
https://www.immoweb.be/en/classified/house/for-sale/heist-op-den-berg/2220/11131245,11131245,heist-op-den-berg,2220,319000,house,house,for-sale,2,151,1,0,0,,,431,,0,,1978,,4,,,,,,,,,Connected,,,,,,Fuel oil,,,,1,1,,,1,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Werchtersesteenweg 1,5840062
https://www.immoweb.be/en/classified/house/for-sale/zaventem/1930/11131307,11131307,zaventem,1930,349000,house,house,for-sale,4,147,1,0,0,20,120,179,,0,Just renovated,1952,6 m,2,Urban,,,,,,,,Connected,1,291,C,8 kg CO₂/m²,,Gas,,,,1,,,,0,0,0,Possible flood zone,"Living area (residential, urban or rural)",0,Parklaan 59/1,5221566
https://www.immoweb.be/en/classified/house/for-sale/beveren/9120/11131302,11131302,beveren,9120,529000,house,house,for-sale,4,239,1,0,0,25,300,559,,0,As new,1983,,3,Urban,,,,,,,,Connected,,214,C,,,Gas,,1,,,1,,,1,0,0,,"Living area (residential, urban or rural)",0,Oude zandstraat  30 30,5845036
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/pousset/4350/11131303,11131303,pousset,4350,485000,house,mixed-use-building,for-sale,4,500,1,0,0,,2995,3640,,0,Good,1914,28 m,3,,1,,,,,,,,,389,E,,57047 kWh/year,Fuel oil,,,,,1,,,0,0,,,"Living area (residential, urban or rural)",1,Rue de Tirlemont 23,5845160
https://www.immoweb.be/en/classified/house/for-sale/aulnois/7040/11131305,11131305,aulnois,7040,265000,house,house,for-sale,3,162,1,0,0,11,188,267,,0,Good,,10 m,3,Countryside,,,,,,,,Connected,,219,C,,41281 kWh/year,Gas,,1,,1,,,,,,,,,0,Place Paul Heupgen 9/4.1,5724322
https://www.immoweb.be/en/classified/house/for-sale/mettet/5640/10689525,10689525,mettet,5640,255000,house,house,for-sale,3,,0,0,0,,,,,0,To be done up,,,2,,,,,,,,,Connected,,580,G,,,Fuel oil,,,,,,,,,,,,,0,rue du Longtry 23,5443063
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/sint-lambrechts-woluwe/1200/11131308,11131308,sint-lambrechts-woluwe,1200,480000,house,mixed-use-building,for-sale,3,104,1,0,0,40,110,179,,0,To be done up,,6.5 m,2,Mall,1,,,,,,,Connected,1,833,G,133 kg CO₂/m²,,Electric,,,,1,,,,0,1,0,Non flood zone,"Living area (residential, urban or rural)",1,Parklaan 59/1,5845956
https://www.immoweb.be/en/classified/house/for-sale/seraing/4100/11131311,11131311,seraing,4100,135000,house,house,for-sale,2,110,1,0,0,,,110,,0,Good,,6 m,2,Isolated,,,,,,,,Connected,1,280,D,,28045 kWh/year,Gas,,,,1,,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Rue J. Wettinck 49,5845672
https://www.immoweb.be/en/classified/house/for-sale/sint-laureins/9980/11131299,11131299,sint-laureins,9980,369000,house,house,for-sale,4,246,1,0,0,,,1067,,0,,1969,,4,,1,,0,,,,,Connected,1,403,E,,,Gas,0,0,0,1,,,,0,0,0,Non flood zone,Another type of area,0,Boelare 67,a0iTt000000BRkrIAG
https://www.immoweb.be/en/classified/house/for-sale/tessenderlo/3980/11131312,11131312,tessenderlo,3980,215000,house,house,for-sale,3,190,1,0,0,,,576,,0,To renovate,1957,,3,,,,,,,,,,,696,F,,,,,,,1,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Rodeheide 2,5755996
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/maldegem/9990/11131315,11131315,maldegem,9990,875000,house,mixed-use-building,for-sale,4,301,1,0,0,,,3571,,0,,,,4,Urban,,,,,,,,Connected,,1287,F,,,,,,,,1,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",1,"Hundelgemsesteenweg, 306",5845425
https://www.immoweb.be/en/classified/house/for-sale/tremelo/3120/11131319,11131319,tremelo,3120,259000,house,house,for-sale,2,151,1,0,0,,,666,,0,Good,1990,,4,,,,,,,,,Connected,,834,F,,,Electric,,,,1,1,,,,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Schrieksebaan 53B001,5846049
https://www.immoweb.be/en/classified/house/for-sale/ham/3945/11131313,11131313,ham,3945,205000,house,house,for-sale,3,115,1,0,0,,,,,0,,,,3,,1,,,,,,,,,591,F,,,,,,,,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Rodeheide 2,5756128
https://www.immoweb.be/en/classified/ground-floor/for-sale/dessel/2480/11131321,11131321,dessel,2480,315000,appartment,ground-floor,for-sale,3,142,1,0,0,,81,,,0,As new,2004,,3,Urban,1,,,,,,,,,150,B,,,Gas,,,,1,1,,,,,,Non flood zone,,0,Bisschopslaan 16,5843311
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11008360,11008360,uccle,1180,385000,house,house,for-sale,2,111,1,0,0,25,,375,,0,To renovate,,,,,,,,,,,,,1,681,G,137 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Rue de Stalle 288C,15025 - 4138643
https://www.immoweb.be/en/classified/town-house/for-sale/uccle/1180/10950656,10950656,uccle,1180,700000,house,town-house,for-sale,5,195,1,0,0,35,250,410,,0,,1960,,,,,,,,,,,,1,292,F,57 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Rue de Stalle 288C,15021 - 4138618
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11103350,11103350,uccle,1180,840000,house,house,for-sale,5,253,1,0,0,32,32,120,,0,To be done up,1937,6 m,2,Urban,,,,,,,,Connected,1,482,G,95 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,0,Avenue des Tournesols 14,5831852
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10859880,10859880,uccle,1180,495000,house,house,for-sale,2,140,1,0,0,30,,405,,0,,1959,,,,,,,,,,,,1,259,E,51 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Rue de Stalle 288C,14998 - 4138624
https://www.immoweb.be/en/classified/duplex/for-sale/geel/2440/11131320,11131320,geel,2440,219000,appartment,duplex,for-sale,2,,1,0,0,,,,,0,Just renovated,,,,Countryside,,,,,,,,,,214,C,,,,,,,,,,,,,,,,0,Bisschopslaan 16,5612321
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10792448,10792448,uccle,1180,590000,house,villa,for-sale,2,100,1,0,1,30,60,250,,0,,1955,,,,,,,,,,,,1,416,G,83 kg CO₂/m²,,,,,,1,,,,,,,,,0,Rue de Stalle 288C,14983 - 4138614
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10733988,10733988,uccle,1180,670000,house,house,for-sale,4,280,1,0,0,65,,192,,0,Good,,12 m,,,,,,,,,,,0,350,G,,,Gas,,,,1,,,,,,,,,0,Avenue du Bois de la Cambre 115,1006381 - 654657201
https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/10922605,10922605,uccle,1180,750000,house,apartment-block,for-sale,2,,1,0,0,,,,,0,Good,,,2,,,0,0,,,,,,,,,,,Gas,0,0,0,0,,Apartment building,,,,,,,1,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10846199,10846199,uccle,1180,525000,house,house,for-sale,5,185,1,0,0,35,295,400,,0,To be done up,,,,,,,,,,,,,1,338,F,67 kg CO₂/m²,,Gas,,,,1,,,,,,,,,0,Rue de Stalle 288C,14996 - 4138622
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11010679,11010679,uccle,1180,695000,house,house,for-sale,,260,1,0,0,,,245,,0,To renovate,,,4,Fitted out,,0,0,0,0,0,1,Connected,1,,,,,,,,,0,,All kind,0,0,0,0,,Another type of area,0,Avenue des Trembles 3b,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11062596,11062596,uccle,1180,Starting price : 150000,house,house,for-sale,3,,1,0,0,,,80,,0,,,,,,1,,,,,,,,,524,G,,,,,,,,,,,,,,,,0,rue Royale 163,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11066112,11066112,uccle,1180,499000,house,house,for-sale,4,166,1,0,0,,,205,,0,To renovate,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,"Parvis St-Pierre, 15",5723414
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11126510,11126510,uccle,1180,740000,house,house,for-sale,4,,1,0,0,,,,,0,As new,,,,,1,0,0,0,0,0,0,Connected,0,260,E,52 kg CO₂/m²,,Gas,0,0,0,0,,,,,,,,,0,Rue Darwin 49A,84124093
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10782233,10782233,uccle,1180,950000,house,house,for-sale,5,250,1,0,0,30,320,,,0,As new,1988,,2,,,,,,,,,,,137,C,27 kg CO₂/m²,,,,,,,,,,,,,,,0,"Av. du Prince de Ligne, 18",5508717
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11122549,11122549,uccle,1180,799000,house,house,for-sale,4,225,1,0,0,,68,226,,0,,2008,,2,,,,,,,,,,,146,C,28 kg CO₂/m²,,,,,,1,,,,,,,,,0,"Av. du Prince de Ligne, 18",5841049
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11040884,11040884,uccle,1180,670000,house,house,for-sale,4,280,1,0,0,70,,,,0,,,,2,,,,,,,,,,,,,,,Gas,0,0,,0,,,,,,,,,0,Rue Des Carmélites 88,15324JADS
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/9970056,9970056,uccle,1180,1400000,house,villa,for-sale,4,260,1,0,0,,,1263,,0,To be done up,1970,,4,,,,,,,,,,1,798,G,211 kg CO₂/m²,,Fuel oil,,,,,,,,,,,,,,Avenue Capouillet 58 A,
https://www.immoweb.be/en/classified/exceptional-property/for-sale/uccle/1180/9282559,9282559,uccle,1180,1980000,house,exceptional-property,for-sale,5,400,1,0,0,,,2107,,0,To renovate,2021,,4,,,,,,,,,Connected,1,,,,,,,1,,1,,,,,,,,,0,Chaussée de Waterloo 1382,4325267
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11004366,11004366,uccle,1180,Starting price : 300000,house,house,for-sale,2,,1,0,0,,,260,,0,,,,,,1,,,,,,,,,605,G,,,,,,,,,,,,,,,,0,"Avenue Brugmann, 480",
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10514292,10514292,uccle,1180,2100000,house,villa,for-sale,4,729,1,0,0,,,1250,,0,,,,4,,1,,,,,,,,,342,F,54 kg CO₂/m²,,,,,,,,,,,,,,,0,Avenue Louise 251,5315489
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11104640,11104640,uccle,1180,859000,house,house,for-sale,4,238,1,0,0,48,324,,,0,,2024,,3,Countryside,1,,1,,,,,,,44,A,44 kg CO₂/m²,,,,,,1,,,,,,,,,0,Place Communale 8,5832713
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11104638,11104638,uccle,1180,774500,house,house,for-sale,3,225,1,0,0,17,186,,,0,,2024,,3,Countryside,1,,1,,,,,,,44,A,44 kg CO₂/m²,,,,,,1,,,,,,,,,0,Place Communale 8,5832711
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10514293,10514293,uccle,1180,3200000,house,villa,for-sale,4,625,1,0,0,,,2500,,0,,,,4,,1,,,,,,,,,342,F,54 kg CO₂/m²,,,,,,,,,,,,,,"Living area (residential, urban or rural)",0,Avenue Louise 251,5315855
https://www.immoweb.be/en/classified/apartment-block/for-sale/uccle/1180/10394277,10394277,uccle,1180,995000,house,apartment-block,for-sale,6,449,1,0,0,,,92,,0,As new,1900,,2,,,,,,,,,Connected,1,,,,,Gas,,,,1,,,,,,,,"Living area (residential, urban or rural)",1,Chaussée de Bruxelles 165,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10834894,10834894,uccle,1180,375000,house,house,for-sale,3,194,1,0,1,6,110,179,,0,To renovate,1950,7 m,2,,,0,0,1,0,0,0,Connected,1,410,G,108 kg CO₂/m²,,Fuel oil,0,0,0,1,,,,,,,,,0,Chaussée de Bruxelles 165,
https://www.immoweb.be/en/classified/mansion/for-sale/uccle/1180/11076332,11076332,uccle,1180,1190000,house,mansion,for-sale,7,370,1,0,0,12,80,,,0,Good,1909,7 m,2,,,1,0,0,0,0,0,,1,200,D,,,Gas,0,0,0,1,1,All kind,,,,,,,0,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11104642,11104642,uccle,1180,786000,house,house,for-sale,4,229,1,0,0,35,210,,,0,,2024,,3,Countryside,1,,1,,,,,,,44,A,44 kg CO₂/m²,,,,,,1,,,,,,,,,0,Place Communale 8,5832715
https://www.immoweb.be/en/classified/house/for-sale/gent/9000/11131397,11131397,gent,9000,365000,house,house,for-sale,4,171,1,0,0,,9,95,,0,Good,1932,,2,Fitted out,1,0,0,0,0,0,1,Connected,0,395,D,,,Gas,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Kortrijksesteenweg 74,ADWC-5541
https://www.immoweb.be/en/classified/penthouse/for-sale/woluwe-saint-pierre/1150/11131400,11131400,woluwe-saint-pierre,1150,398000,appartment,penthouse,for-sale,2,108,1,0,0,21,,,,0,Good,1932,7.5 m,2,Urban,,,1,,,,,,,118,C,23 kg CO₂/m²,,,,,,1,1,,,0,,,,,0,Wezembeeklaan 120 120,5846450
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/11131392,11131392,huy,4500,255000,appartment,apartment,for-sale,2,214,1,0,0,10,,,,0,,2016,,,,,,,,,,,,,89,B,,18837 kWh/year,Gas,,,,1,,,,,,,,,0,Boulevard d'Avroy 238B,2731 - d874
https://www.immoweb.be/en/classified/apartment/for-sale/huy/4500/11131391,11131391,huy,4500,285000,appartment,apartment,for-sale,2,116,1,0,0,11,397,,,0,,2016,,2,,,,,,,,,,,124,B,,14312 kWh/year,Gas,,,,1,,,,,,,,,0,Boulevard d'Avroy 238B,2729 - d873
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10821082,10821082,uccle,1180,4295000,house,villa,for-sale,5,600,1,0,0,50,2700,3160,,0,As new,,,4,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,0,Avenue Louise 251,5515443
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11104641,11104641,uccle,1180,814000,house,house,for-sale,4,244,1,0,0,36,281,,,0,,2024,,3,Countryside,1,,1,,,,,,,44,A,44 kg CO₂/m²,,,,,,1,,,,,,,,,0,Place Communale 8,5832714
https://www.immoweb.be/en/classified/apartment/for-sale/brussel/1040/11131408,11131408,brussel,1040,485000,appartment,apartment,for-sale,2,100,1,0,0,19,,,,0,Good,2014,,,Fitted out,1,0,1,,,,,,,73,B,15 kg CO₂/m²,,Gas,0,0,0,1,1,All kind,0,0,0,0,Non flood zone,,0,Amerikaansestraat 179,
https://www.immoweb.be/en/classified/house/for-sale/huy/4500/11131393,11131393,huy,4500,275000,house,house,for-sale,3,,1,0,0,10,40,162,,0,,2016,,2,,,,,,,,,,1,76,A,,15187 kWh/year,Gas,,,,1,,,,,,,,,0,Boulevard d'Avroy 238B,2732 - d875
https://www.immoweb.be/en/classified/apartment/for-sale/antwerpen/2060/11131419,11131419,antwerpen,2060,179000,appartment,apartment,for-sale,1,62,1,0,0,,,,,0,Good,,5 m,2,,,,,,,,,,,240,C,,,Gas,,,,1,,,,,1,0,Non flood zone,,0,Karel de Preterlei 1A,12145 - 4552
https://www.immoweb.be/en/classified/house/for-sale/dilbeek/1700/11131406,11131406,dilbeek,1700,589000,house,house,for-sale,5,216,1,0,0,,,623,,0,Good,1965,,4,"Living area (residential, urban or rural)",1,0,0,0,0,1,1,Connected,1,434,E,,,,,,,1,1,All kind,0,0,1,0,Non flood zone,"Living area (residential, urban or rural)",0,Basiliekstraat 136,6070
https://www.immoweb.be/en/classified/house/for-sale/waregem/8792/11131414,11131414,waregem,8792,434000,house,house,for-sale,4,187,1,0,0,,,380,,0,Good,1962,12 m,4,Fitted out,1,0,0,0,0,1,1,Connected,1,184,B,,,Gas,1,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Staatsbaan 110,k 22 des
https://www.immoweb.be/en/classified/house/for-sale/roeselare/8800/11131395,11131395,roeselare,8800,325000,house,house,for-sale,3,143,1,0,0,,,114,,0,Good,,,,,,,,,,,,,,,A,,,Gas,,,1,1,1,,,0,0,0,,,0,Sint-Michielsstraat 26,
https://www.immoweb.be/en/classified/house/for-sale/lebbeke%20wieze/9280/11131409,11131409,lebbeke%20wieze,9280,375000,house,house,for-sale,2,199,1,0,0,,,965,,0,Good,1977,,4,Urban,,,,,,,,Connected,,517,F,,,Fuel oil,,,,1,1,,,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Grote Baan 170,5845684
https://www.immoweb.be/en/classified/mixed-use-building/for-sale/antwerpen/2060/11131420,11131420,antwerpen,2060,179000,house,mixed-use-building,for-sale,1,62,1,0,0,,,72,,0,Good,,5 m,2,,,,,,,,,,1,240,C,,,Gas,,,,1,,,,,1,0,Non flood zone,"Living area (residential, urban or rural)",1,Karel de Preterlei 1A,12146 - 4553
https://www.immoweb.be/en/classified/house/for-sale/londerzeel/1840/11131416,11131416,londerzeel,1840,1500000,house,house,for-sale,4,519,1,0,1,,,,,0,Good,1990,,4,,1,0,0,0,0,0,1,Connected,1,132,B,7694 kg CO₂/m²,,Gas,1,0,0,1,1,All kind,0,0,1,0,Non flood zone,"Living area (residential, urban or rural)",0,Aarschotsesteenweg 201,IF-4145
https://www.immoweb.be/en/classified/house/for-sale/kontich/2550/11131418,11131418,kontich,2550,449000,house,house,for-sale,3,150,1,0,1,,105,213,,0,,1975,6 m,2,,,,,,,,,,1,149,B,,,Gas,,,,1,,,,,0,,Non flood zone,"Living area (residential, urban or rural)",0,"Fruithoflaan, 6",1259 - 3642184
https://www.immoweb.be/en/classified/house/for-sale/zulte/9870/11131415,11131415,zulte,9870,415000,house,house,for-sale,3,160,1,0,0,,,313,,0,Good,1958,8 m,4,Fitted out,1,0,0,0,0,1,1,Connected,1,86,A,,,,1,0,0,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Staatsbaan 110,K 107 Sta
https://www.immoweb.be/en/classified/apartment/for-sale/uccle/1180/11131425,11131425,uccle,1180,500000,appartment,apartment,for-sale,2,95,1,0,0,11,,,,0,As new,2022,,,Isolated,,,1,,,,,,,55,B,,,,,,,1,1,,,1,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Place Brugmann 10B,5846462
https://www.immoweb.be/en/classified/house/for-sale/aalter/9880/11131426,11131426,aalter,9880,399000,house,house,for-sale,3,167,1,0,0,,,352,,0,Good,2023,6.65 m,2,Fitted out,1,0,0,0,0,0,1,Connected,1,,,,,,,,,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Stationsstraat 171,FG/3907
https://www.immoweb.be/en/classified/house/for-sale/wevelgem/8560/11131427,11131427,wevelgem,8560,295000,house,house,for-sale,4,279,1,0,0,,,738,,0,Good,,,,,1,,,,,,,,,556,F,,,Gas,,,,1,,,,,,,Non flood zone,,0,Vanackerestraat 2,
https://www.immoweb.be/en/classified/apartment/for-sale/beringen/3580/11131428,11131428,beringen,3580,280000,appartment,apartment,for-sale,2,96,1,0,0,22,,,,0,Good,2019,,,Fitted out,,0,0,,,,,,,,,,,,,,,1,1,All kind,0,0,0,0,Non flood zone,,0,Hoogstraat 8,BE1609
https://www.immoweb.be/en/classified/apartment/for-sale/vichte/8570/11131435,11131435,vichte,8570,310000,appartment,apartment,for-sale,2,96,1,0,0,10,,,,0,Good,2018,,,,,0,0,,,,,,,,,,,Gas,0,0,1,1,1,All kind,0,0,0,0,Non flood zone,,0,Dorpsplein 11/1,Dev3965
https://www.immoweb.be/en/classified/villa/for-sale/vezin/5300/11131424,11131424,vezin,5300,410000,house,villa,for-sale,3,192,1,0,1,80,,1378,,0,Good,1997,,4,,,,,,,,,,1,250,C,,54109 kWh/year,Fuel oil,,,,,,,,,,,,,0,Rue Rogier 2,486 - 1591
https://www.immoweb.be/en/classified/house/for-sale/zwevegem/8552/11131433,11131433,zwevegem,8552,450000,house,house,for-sale,4,178,1,0,0,,,,,0,Good,2021,,3,Fitted out,,0,0,0,0,0,1,Connected,1,31,A,,,,,,,1,1,All kind,0,0,0,0,Non flood zone,"Living area (residential, urban or rural)",0,Gasthuisstraat 1,TK/1514
https://www.immoweb.be/en/classified/apartment/for-sale/beringen/3580/11131429,11131429,beringen,3580,280000,appartment,apartment,for-sale,2,97,1,0,0,20,,,,0,Good,2019,,,Fitted out,,0,0,,,,,,,,,,,,,,,1,1,All kind,0,0,0,0,Non flood zone,,0,Hoogstraat 8,BE1608
https://www.immoweb.be/en/classified/house/for-sale/oud-heverlee/3050/11131422,11131422,oud-heverlee,3050,485000,house,house,for-sale,3,184,1,0,0,,,413,,0,Good,1933,6 m,2,,,,,,,,,,1,229,C,,,Gas,,,,1,1,,,,0,,Non flood zone,"Living area (residential, urban or rural)",0,Sint-Lambertusstraat 32 bus 0001,1977074 - 2143
https://www.immoweb.be/en/classified/apartment/for-sale/beringen/3580/11131430,11131430,beringen,3580,280000,appartment,apartment,for-sale,2,97,1,0,0,20,,,,0,Good,2019,,,Fitted out,,0,0,,,,,,,,,,,,,,,1,1,All kind,0,0,0,0,Non flood zone,,0,Hoogstraat 8,BE1610
https://www.immoweb.be/en/classified/apartment/for-sale/vichte/8570/11131436,11131436,vichte,8570,207900,appartment,apartment,for-sale,2,70,1,0,0,7,,,,0,Good,2018,,,,,0,0,,,,,,,,,,,Gas,0,0,1,1,1,All kind,0,0,0,0,Non flood zone,,0,Dorpsplein 11/1,Dev3966
https://www.immoweb.be/en/classified/house/for-sale/gilly/6060/11131442,11131442,gilly,6060,119000,house,house,for-sale,2,150,1,0,0,,,130,,0,Good,,,2,,,,,,,,,,1,324,D,,48507 kWh/year,,,,,1,,,,,,,,,0,Rue de France 37,1371 - 2104
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10505179,10505179,uccle,1180,3200000,house,house,for-sale,4,550,1,0,1,25,,2500,,0,Good,1989,,4,,,1,1,,,,1,Connected,1,342,F,,,Electric,,,,1,1,,,,,,,,,Rue Alphonse Renard 1,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10975768,10975768,uccle,1180,840000,house,house,for-sale,4,173,1,0,0,,400,525,,0,,2014,9 m,3,,,1,0,0,0,0,0,Connected,1,123,C,23 kg CO₂/m²,,Gas,0,0,0,1,1,,,,,0,,,0,,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11068831,11068831,uccle,1180,400000,house,house,for-sale,2,110,1,0,0,10,50,,,0,Good,,,3,,,,,,,,,,,421,G,,,Gas,,,,1,,,,,,,,,0,Chaussée d Alsemberg 256,5725282
https://www.immoweb.be/en/classified/apartment/for-sale/de%20haan/8420/11131443,11131443,de%20haan,8420,249900,appartment,apartment,for-sale,2,59,1,0,0,,,,,0,Good,,,,,1,,,,,,,,,231,C,,,Gas,,,1,1,1,,,0,0,0,Non flood zone,,0,Stationstraat 16,
https://www.immoweb.be/en/classified/kot/for-sale/heverlee/3001/11127393,11127393,heverlee,3001,199000,appartment,kot,for-sale,,25,1,0,0,,,,,0,Good,2023,,,Fitted out,,0,0,,,,,,,,,,,,,,,0,1,All kind,0,0,0,0,Non flood zone,,0,Persilstraat 51D,V_2024_LOUISE_0001
https://www.immoweb.be/en/classified/house/for-sale/ukkel/1180/11019318,11019318,ukkel,1180,1490000,house,house,for-sale,5,340,1,0,0,,200,302,,0,As new,,,2,"Living area (residential, urban or rural)",,,,,,,,Connected,1,,,,,,,,,1,,,,,,,,,0,Boulevard de Waterloo 16,
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/11093107,11093107,uccle,1180,1250000,house,house,for-sale,5,340,1,0,1,,,,,0,Good,1969,,4,,,0,0,0,0,0,1,Connected,0,579,G,174 kg CO₂/m²,,Gas,0,0,0,1,,,,,,,,,0,Avenue Louise 404a,84045225
https://www.immoweb.be/en/classified/villa/for-sale/uccle/1180/10372189,10372189,uccle,1180,5500000,house,villa,for-sale,6,1173,1,0,0,,,5705,,0,As new,1975,,4,,1,,,,,,,Connected,1,267,E,62 kg CO₂/m²,,Gas,,,,1,,,,,,,Non flood zone,,0,"Avenue Delleur, 8",4946449
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10734559,10734559,uccle,1180,3950000,house,house,for-sale,6,650,1,0,0,,,2000,,0,As new,1920,,3,,,,1,,,,,,,,,,,,,,,1,,,,,,,,,0,Place Brugmann 11,5435248
https://www.immoweb.be/en/classified/house/for-sale/uccle/1180/10983600,10983600,uccle,1180,785000,house,house,for-sale,4,257,1,0,0,20,133,225,,0,As new,2023,6 m,3,,,0,0,0,0,0,0,Connected,1,,A+,,,Gas,0,0,0,0,1,,,,,,Non flood zone,,0,,
